qu;sacc;qsta;qend;leng;gapop;pid;nid;bitscore;score;taxid;species;genus;family;phylum;kingdom;superkingdom
OTU_121_ACM_008_Klin0341_CR;JN559648;1;318;320;4;96.25;308;521;282;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_122_ACM_008_Klin0341_CR;JQ799149;1;335;335;0;100.00;335;619;335;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_123_ACM_008_Klin0341_CR;KF437574;1;250;250;0;100.00;250;462;250;1387093;Sphingopyxis sp. CA30;Sphingopyxis;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_123_ACM_008_Klin0341_CR;KF437574;259;508;250;0;100.00;250;462;250;1387093;Sphingopyxis sp. CA30;Sphingopyxis;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_124_ACM_008_Klin0341_CR;HQ820798;1;307;307;0;97.07;298;518;280;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_125_ACM_008_Klin0341_CR;NR_026469;1;322;322;0;100.00;322;595;322;81950;Gemella palaticanis;Gemella;undef;Firmicutes;undef;Bacteria
OTU_126_ACM_008_Klin0341_CR;HM590704;1;311;311;0;100.00;311;575;311;587;Providencia rettgeri;Providencia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_127_ACM_008_Klin0341_CR;AB749373;1;327;327;0;100.00;327;604;327;167973;uncultured Lactococcus sp.;Lactococcus;Streptococcaceae;Firmicutes;undef;Bacteria
OTU_128_ACM_008_Klin0341_CR;FR733709;1;313;313;0;99.68;312;573;310;183417;Proteus hauseri;Proteus;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_129_ACM_008_Klin0341_CR;HQ782708;1;320;320;0;97.50;312;547;296;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_130_ACM_008_Klin0341_CR;HF674886;1;317;317;0;100.00;317;586;317;28264;Arcanobacterium haemolyticum;Arcanobacterium;Actinomycetaceae;Actinobacteria;undef;Bacteria
OTU_131_ACM_008_Klin0341_CR;EU771952;1;310;310;0;100.00;310;573;310;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_132_ACM_008_Klin0341_CR;AB612967;1;333;333;0;100.00;333;616;333;1624;Lactobacillus salivarius;Lactobacillus;Lactobacillaceae;Firmicutes;undef;Bacteria
OTU_133_ACM_008_Klin0341_CR;DQ279397;1;300;300;0;100.00;300;555;300;59620;uncultured Clostridium sp.;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_134_ACM_008_Klin0341_CR;DQ337543;1;330;330;0;100.00;330;610;330;366388;swine effluent bacterium CHNDP11;undef;undef;undef;undef;Bacteria
OTU_135_ACM_008_Klin0341_CR;EU459427;1;327;328;1;99.70;327;599;324;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_136_ACM_008_Klin0341_CR;AB746658;1;327;329;4;96.96;319;549;297;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_137_ACM_008_Klin0341_CR;KC886783;1;250;250;0;100.00;250;462;250;169976;uncultured Sphingomonadaceae bacterium;undef;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_137_ACM_008_Klin0341_CR;KC886783;259;508;250;0;99.60;249;457;247;169976;uncultured Sphingomonadaceae bacterium;undef;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_138_ACM_008_Klin0341_CR;EU463196;1;314;317;4;89.59;284;399;216;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_139_ACM_008_Klin0341_CR;JF139770;1;321;321;0;98.75;317;571;309;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_140_ACM_008_Klin0341_CR;EU776065;1;317;317;0;100.00;317;586;317;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_141_ACM_008_Klin0341_CR;EU779256;1;318;321;6;90.97;292;425;230;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_142_ACM_008_Klin0341_CR;HQ764489;1;317;317;0;100.00;317;586;317;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_143_ACM_008_Klin0341_CR;JN559602;1;317;317;0;98.42;312;558;302;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_144_ACM_008_Klin0341_CR;DQ794796;1;318;318;0;99.37;316;577;312;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_145_ACM_008_Klin0341_CR;JN559615;4;312;309;0;96.12;297;505;273;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_146_ACM_008_Klin0341_CR;JN559609;1;326;326;0;99.08;323;586;317;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_147_ACM_008_Klin0341_CR;JQ665440;259;508;250;0;100.00;250;462;250;1165344;Novosphingobium sp. HJ-AR5;Novosphingobium;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_147_ACM_008_Klin0341_CR;JQ665440;34;250;217;0;100.00;217;401;217;1165344;Novosphingobium sp. HJ-AR5;Novosphingobium;Sphingomonadaceae;Proteobacteria;undef;Bacteria
OTU_148_ACM_008_Klin0341_CR;FJ366857;1;289;289;0;100.00;289;534;289;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_149_ACM_008_Klin0341_CR;EU772787;1;326;326;0;99.69;325;597;323;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_150_ACM_008_Klin0341_CR;DQ113720;1;317;317;0;100.00;317;586;317;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_151_ACM_008_Klin0341_CR;EU776072;1;319;319;0;99.37;317;579;313;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_152_ACM_008_Klin0341_CR;EU771907;1;310;310;0;94.84;294;484;262;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_153_ACM_008_Klin0341_CR;FJ375816;1;300;300;0;99.00;297;538;291;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_154_ACM_008_Klin0341_CR;JN559573;1;318;319;2;94.36;301;488;264;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_155_ACM_008_Klin0341_CR;EU778615;1;326;326;0;100.00;326;603;326;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_156_ACM_008_Klin0341_CR;HQ762534;1;318;318;0;100.00;318;588;318;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_157_ACM_008_Klin0341_CR;JF182235;1;319;319;0;99.06;316;573;310;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_158_ACM_008_Klin0341_CR;KC245436;1;312;312;0;99.68;311;571;309;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_159_ACM_008_Klin0341_CR;EU771909;1;319;319;0;97.81;312;551;298;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_160_ACM_008_Klin0341_CR;HQ810794;1;327;327;0;99.08;324;588;318;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_161_ACM_008_Klin0341_CR;EU459430;1;326;328;4;91.77;301;453;245;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_162_ACM_008_Klin0341_CR;HQ814932;9;413;405;0;98.77;400;721;390;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_163_ACM_008_Klin0341_CR;EU878340;1;331;331;0;100.00;331;612;331;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_164_ACM_008_Klin0341_CR;EU776143;1;314;314;0;98.73;310;558;302;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_165_ACM_008_Klin0341_CR;KF030207;1;319;320;3;96.56;309;527;285;100469;Actinomyces canis;Actinomyces;Actinomycetaceae;Actinobacteria;undef;Bacteria
OTU_166_ACM_008_Klin0341_CR;DQ352808;1;316;317;2;90.85;288;424;229;1524;Clostridium piliforme;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_167_ACM_008_Klin0341_CR;JN713316;1;320;322;4;96.89;312;536;290;1151493;Phascolarctobacterium sp. canine oral taxon 149;Phascolarctobacterium;Acidaminococcaceae;Firmicutes;undef;Bacteria
OTU_168_ACM_008_Klin0341_CR;JX505183;1;327;327;0;99.39;325;593;321;220496;uncultured Syntrophobacteraceae bacterium;undef;Syntrophobacteraceae;Proteobacteria;undef;Bacteria
OTU_169_ACM_008_Klin0341_CR;KF030220;1;311;311;0;99.04;308;558;302;1347147;Corynebacterium sp. canine oral taxon 425;Corynebacterium;Corynebacteriaceae;Actinobacteria;undef;Bacteria
OTU_170_ACM_008_Klin0341_CR;AY239462;1;327;327;0;97.25;318;556;301;245292;Clostridium sp. cTPY-17;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_171_ACM_008_Klin0341_CR;JN680578;1;318;321;5;90.03;289;411;222;348578;uncultured Porphyromonadaceae bacterium;undef;Porphyromonadaceae;Bacteroidetes;undef;Bacteria
OTU_172_ACM_008_Klin0341_CR;EU016691;1;248;254;4;92.52;235;357;193;39527;334597;;;;;;
OTU_172_ACM_008_Klin0341_CR;EU016691;259;506;254;4;91.34;232;340;184;39527;334597;;;;;;
OTU_173_ACM_008_Klin0341_CR;AB640687;1;312;312;0;96.79;302;521;282;84025;Clostridium haemolyticum;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_174_ACM_008_Klin0341_CR;EU778630;1;320;320;0;99.38;318;580;314;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_175_ACM_008_Klin0341_CR;AY167967;1;330;333;6;90.99;303;444;240;215215;swine manure bacterium 37-5;undef;undef;undef;undef;Bacteria
OTU_176_ACM_008_Klin0341_CR;AB595944;1;307;307;0;100.00;307;568;307;99807;Corynebacterium auriscanis;Corynebacterium;Corynebacteriaceae;Actinobacteria;undef;Bacteria
OTU_177_ACM_008_Klin0341_CR;JN540269;1;287;287;0;98.61;283;508;275;172733;uncultured Clostridiales bacterium;undef;undef;Firmicutes;undef;Bacteria
OTU_178_ACM_008_Klin0341_CR;KF358427;1;315;315;0;100.00;315;582;315;646;Aeromonas sobria;Aeromonas;Aeromonadaceae;Proteobacteria;undef;Bacteria
OTU_179_ACM_008_Klin0341_CR;DQ113716;1;323;323;0;99.69;322;592;320;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_180_ACM_008_Klin0341_CR;EU776094;1;317;319;4;96.87;309;531;287;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_181_ACM_008_Klin0341_CR;EU462644;165;300;137;1;87.59;120;158;85;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_182_ACM_008_Klin0341_CR;GQ867493;6;300;295;0;98.31;290;518;280;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_183_ACM_008_Klin0341_CR;JN559507;1;317;317;0;100.00;317;586;317;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_184_ACM_008_Klin0341_CR;FJ557763;1;314;314;0;89.81;282;403;218;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_185_ACM_008_Klin0341_CR;FJ507016;1;327;327;0;99.69;326;599;324;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_186_ACM_008_Klin0341_CR;HE575979;1;333;333;0;97.60;325;571;309;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_187_ACM_008_Klin0341_CR;HQ763608;1;327;327;0;97.25;318;555;300;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_188_ACM_008_Klin0341_CR;HQ764266;1;327;327;0;97.55;319;560;303;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_189_ACM_008_Klin0341_CR;HQ740115;1;313;313;0;99.36;311;568;307;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_190_ACM_008_Klin0341_CR;EU771973;1;326;326;0;97.55;318;558;302;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_191_ACM_008_Klin0341_CR;FJ833255;1;310;311;2;92.60;288;446;241;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;100.00;331;612;331;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;100.00;331;612;331;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;100.00;331;612;331;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;100.00;331;612;331;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;100.00;331;612;331;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;99.70;330;606;328;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;99.70;330;606;328;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_192_ACM_008_Klin0341_CR;CP006812;1;331;331;0;99.40;329;601;325;1266845;Carnobacterium sp. WN1359;Carnobacterium;Carnobacteriaceae;Firmicutes;undef;Bacteria
OTU_193_ACM_008_Klin0341_CR;HQ327276;1;323;323;0;98.76;319;575;311;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_194_ACM_008_Klin0341_CR;FJ957537;1;312;312;0;100.00;312;577;312;200448;uncultured Sarcina sp.;Sarcina;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_195_ACM_008_Klin0341_CR;FR687568;259;508;250;0;99.60;249;457;247;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_195_ACM_008_Klin0341_CR;FR687568;1;250;250;0;99.60;249;457;247;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_196_ACM_008_Klin0341_CR;JF179656;1;309;309;0;99.35;307;560;303;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_197_ACM_008_Klin0341_CR;JX504959;1;305;305;0;99.02;302;547;296;1193538;uncultured Actinoallomurus sp.;Actinoallomurus;Thermomonosporaceae;Actinobacteria;undef;Bacteria
OTU_198_ACM_008_Klin0341_CR;AY581819;1;438;438;0;99.77;437;804;435;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_199_ACM_008_Klin0341_CR;CU917941;1;311;311;0;96.78;301;520;281;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_200_ACM_008_Klin0341_CR;HQ778029;1;327;329;4;94.83;312;510;276;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_201_ACM_008_Klin0341_CR;AF523931;11;293;289;7;93.43;270;422;228;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_202_ACM_008_Klin0341_CR;AB615064;1;295;295;0;99.66;294;540;292;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_203_ACM_008_Klin0341_CR;KC162996;1;305;305;0;98.36;300;536;290;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_204_ACM_008_Klin0341_CR;GQ448681;1;320;321;2;94.70;304;497;269;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_205_ACM_008_Klin0341_CR;FJ820423;1;303;307;7;86.64;266;333;180;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_206_ACM_008_Klin0341_CR;KC878292;1;297;297;0;100.00;297;549;297;29419;Helicobacter canis;Helicobacter;Helicobacteraceae;Proteobacteria;undef;Bacteria
OTU_207_ACM_008_Klin0341_CR;HM330611;1;296;298;4;93.62;279;442;239;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_208_ACM_008_Klin0341_CR;X87321;1;304;304;0;98.36;299;534;289;2049;undef;undef;Actinomycetaceae;Actinobacteria;undef;Bacteria
OTU_209_ACM_008_Klin0341_CR;HM270496;1;295;295;0;99.66;294;540;292;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_210_ACM_008_Klin0341_CR;JN559707;1;317;320;4;94.69;303;492;266;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_211_ACM_008_Klin0341_CR;JQ235168;1;368;375;7;94.93;356;579;313;591214;Ferrocalamus rimosivaginus;Ferrocalamus;Poaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_212_ACM_008_Klin0341_CR;EU771722;1;331;331;3;88.52;293;398;215;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_213_ACM_008_Klin0341_CR;HQ758154;1;305;305;0;100.00;305;564;305;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_214_ACM_008_Klin0341_CR;FN436078;1;330;330;0;98.79;326;588;318;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_215_ACM_008_Klin0341_CR;HQ820798;1;307;309;4;97.41;301;523;283;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_216_ACM_008_Klin0341_CR;JN559509;1;315;315;0;100.00;315;582;315;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_217_ACM_008_Klin0341_CR;FJ677175;1;328;328;0;99.39;326;595;322;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_218_ACM_008_Klin0341_CR;EU776303;1;326;329;5;92.40;304;464;251;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_219_ACM_008_Klin0341_CR;HQ760033;1;317;317;0;92.11;292;448;242;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_220_ACM_008_Klin0341_CR;FN421903;259;508;250;0;99.60;249;457;247;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_220_ACM_008_Klin0341_CR;FN421903;27;250;224;0;99.55;223;409;221;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_221_ACM_008_Klin0341_CR;HG529180;259;508;250;0;100.00;250;462;250;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_221_ACM_008_Klin0341_CR;HG529180;29;250;222;1;99.55;221;403;218;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_222_ACM_008_Klin0341_CR;EU474798;1;330;330;0;95.15;314;521;282;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_223_ACM_008_Klin0341_CR;KF030210;1;323;323;0;100.00;323;597;323;103618;Actinomyces coleocanis;Actinomyces;Actinomycetaceae;Actinobacteria;undef;Bacteria
OTU_224_ACM_008_Klin0341_CR;DQ129539;1;321;321;2;98.13;315;558;302;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_225_ACM_008_Klin0341_CR;JN713316;1;320;320;0;99.69;319;586;317;1151493;Phascolarctobacterium sp. canine oral taxon 149;Phascolarctobacterium;Acidaminococcaceae;Firmicutes;undef;Bacteria
OTU_226_ACM_008_Klin0341_CR;AB270014;1;310;310;0;98.39;305;545;295;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_227_ACM_008_Klin0341_CR;HQ805983;1;319;319;0;100.00;319;590;319;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_228_ACM_008_Klin0341_CR;JX504928;1;305;305;0;97.38;297;520;281;1193538;uncultured Actinoallomurus sp.;Actinoallomurus;Thermomonosporaceae;Actinobacteria;undef;Bacteria
OTU_229_ACM_008_Klin0341_CR;GU304449;1;326;326;0;99.69;325;597;323;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_230_ACM_008_Klin0341_CR;NR_025175;1;307;307;0;97.07;298;518;280;169765;Mycobacterium lacus;Mycobacterium;Mycobacteriaceae;Actinobacteria;undef;Bacteria
OTU_231_ACM_008_Klin0341_CR;EU458461;1;315;315;0;98.73;311;560;303;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_232_ACM_008_Klin0341_CR;AB612407;1;320;322;2;95.65;308;516;279;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_233_ACM_008_Klin0341_CR;JN559705;1;312;313;1;99.36;311;566;306;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_234_ACM_008_Klin0341_CR;NR_042357;22;330;309;0;100.00;309;571;309;1234409;Catellicoccus marimammalium;Catellicoccus;Enterococcaceae;Firmicutes;undef;Bacteria
OTU_235_ACM_008_Klin0341_CR;EU779086;1;330;331;4;93.96;311;497;269;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_236_ACM_008_Klin0341_CR;JX222888;1;316;316;0;100.00;316;584;316;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_237_ACM_008_Klin0341_CR;EU128488;1;321;321;0;99.38;319;582;315;471228;Bacillus sp. CWBI B1434;Bacillus;Bacillaceae;Firmicutes;undef;Bacteria
OTU_238_ACM_008_Klin0341_CR;EU458549;1;327;327;0;98.17;321;571;309;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_239_ACM_008_Klin0341_CR;EU772991;1;327;327;0;99.08;324;588;318;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_240_ACM_008_Klin0341_CR;EU776101;1;314;314;0;99.68;313;575;311;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_241_ACM_008_Klin0341_CR;EU462612;203;300;98;0;100.00;98;182;98;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_242_ACM_008_Klin0341_CR;JN033044;1;313;313;0;100.00;313;579;313;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_243_ACM_008_Klin0341_CR;DQ129529;1;318;318;0;99.69;317;582;315;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_244_ACM_008_Klin0341_CR;NR_042153;1;316;316;0;99.37;314;573;310;205326;Clostridium estertheticum;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_245_ACM_008_Klin0341_CR;JN713492;1;299;299;0;99.00;296;536;290;1151738;TM7 phylum sp. canine oral taxon 322;undef;undef;Candidatus Saccharibacteria;undef;Bacteria
OTU_246_ACM_008_Klin0341_CR;EU844715;1;316;318;2;86.16;274;342;185;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_247_ACM_008_Klin0341_CR;EF399490;1;318;318;0;100.00;318;588;318;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_248_ACM_008_Klin0341_CR;HQ763449;1;312;312;0;100.00;312;577;312;155900;uncultured organism;undef;undef;undef;undef;undef
OTU_249_ACM_008_Klin0341_CR;GQ493709;1;327;328;2;97.56;320;560;303;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_250_ACM_008_Klin0341_CR;EU469010;13;325;313;0;97.76;306;540;292;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_251_ACM_008_Klin0341_CR;AB696432;1;311;312;2;95.83;299;503;272;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_252_ACM_008_Klin0341_CR;DQ129304;1;285;285;0;94.74;270;444;240;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_253_ACM_008_Klin0341_CR;JF217980;1;322;322;0;99.07;319;579;313;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_254_ACM_008_Klin0341_CR;EU772750;1;300;300;0;98.00;294;521;282;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_255_ACM_008_Klin0341_CR;JN559646;1;318;318;0;100.00;318;588;318;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_256_ACM_008_Klin0341_CR;KC894529;1;319;319;0;100.00;319;590;319;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_257_ACM_008_Klin0341_CR;FJ028803;1;318;322;5;95.03;306;499;270;136703;uncultured rumen bacterium;undef;undef;undef;undef;Bacteria
OTU_258_ACM_008_Klin0341_CR;EU474717;1;318;320;4;89.38;286;399;216;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;1;312;312;0;97.12;303;527;285;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;1;312;312;0;97.12;303;527;285;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;1;312;312;0;97.12;303;527;285;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;1;312;312;0;96.79;302;521;282;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;1;161;162;1;96.91;157;270;146;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_259_ACM_008_Klin0341_CR;HG530135;4;44;41;0;100.00;41;76.8;41;1231072;Clostridium tetani;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
OTU_260_ACM_008_Klin0341_CR;CP002011;1;310;310;0;95.81;297;501;271;758678;Clostridium botulinum;Clostridium;Clostridiaceae;Firmicutes;undef;Bacteria
